PSNR1,SSIM1,PSNR2,SSIM2
19.883629067841618,0.8837747928648428,31.565559799988932,0.9296248196307424
20.011502118150183,0.8875160558767335,35.445451808963604,0.9497826205808836
20.032853016504365,0.8179848217594501,26.4800251216044,0.8041141251621218
27.094275929974195,0.9424250651743312,37.98248198384231,0.9720274313184581
22.16878388419469,0.8685519061998507,33.5355482810771,0.9551799167429843
19.681605589148205,0.8595887625486429,37.37608212741787,0.9690086012573952
19.97549475925894,0.9187688709676579,32.11221263499567,0.9370188704116204
20.09099073791319,0.8995172060649952,29.147670887029644,0.9213636211440085
19.420967464623608,0.8574561383088423,36.97955570358363,0.9620341754704785
20.005169213278098,0.8943124178795062,34.30261349293482,0.9568518054267869
24.52461555873471,0.8075550875352234,28.81314648028578,0.8900337049545799
17.993911572294618,0.7938862682724543,33.61353328708833,0.9593214033453564
20.923221389631436,0.8765812455783348,35.21801224390765,0.9439972548430194
19.316524147383557,0.841166147499799,29.274861792807457,0.9031366064330713
20.09598061995769,0.9061767558125932,34.31585743273844,0.9588679628305078
20.224037541907272,0.8862330084237926,32.71073048280461,0.9384029574361556
19.82264946682615,0.8078904993544117,31.781606627989568,0.9080206105061247
20.45133555460975,0.8228765318997274,27.757838417794684,0.8709533666823334
23.582622414337614,0.8587147815560965,30.99328543367583,0.904457907452649
20.61369712503039,0.8737752212511846,29.843739447974457,0.8820498462380395
34.82953864831448,0.9443487359518992,33.50876373726007,0.9016759679694104
26.03962158367097,0.8297782844905556,27.968971369016273,0.9005283290508482
19.91718966336856,0.8976086827997358,35.6757993022937,0.9538755814546572
19.27928083952009,0.8091506903141692,28.715008230300505,0.8322666104661582
24.091173672456662,0.8072974556586396,28.317964655760264,0.8496834810710475
20.043140312294675,0.8636384994393,35.36979786098951,0.9790789798044828
23.674998484848814,0.8456137114552158,24.35310789025667,0.8491530843672107
28.406274854681,0.9067848900601526,35.659706167954866,0.9499900140470716
21.158310882411598,0.8683209711451124,37.302800667983725,0.9646455295390736
20.03860731516626,0.86148356849021,35.991461253537715,0.949330787203985
20.90624924399957,0.8515469588709577,29.890767840909497,0.8757461378359142
20.646268817700843,0.8405317313815829,29.97358606366044,0.9073999601993507
18.22881558599333,0.837354888188963,33.9232739371874,0.9511807172872723
19.835850522085206,0.8974234017665865,34.698588857119994,0.9640708640728683
18.889881780574207,0.836387405830315,30.03178269436288,0.8990070380647581
19.634719610787414,0.8506246339712585,29.40520181557199,0.93017915979713
20.797575181478344,0.8871214703340022,31.99609968318469,0.94342707290903
19.61940750909399,0.8555569040312938,37.01388054317013,0.9667723593861665
20.110255778662133,0.8666106115635676,34.24542122022779,0.946459240021999
19.89038361678428,0.8591983164887246,31.46515742848203,0.896885335757732
20.025554933886276,0.8562757517837357,32.22192652003345,0.9308821311660339
19.21781614686417,0.8357082506064636,29.715768019355128,0.8786019014436129
24.93521584951367,0.8457969134625991,29.66246050866211,0.8921242488787757
17.19409338294154,0.8339078271094837,39.498522835203055,0.975293957823376
24.617714021118108,0.8413175115307054,30.412153379558546,0.8910847583731591
17.157673641319747,0.7932617573013898,22.63435750378001,0.8185554273836297
20.732764929331342,0.897887599823847,36.25969404433187,0.9596851246525606
19.67071191365114,0.8643392531645818,38.0531186970424,0.9773265148843842
24.569317207360307,0.8725277665515017,31.10426207513158,0.9079103127238467
19.98827467787512,0.852745338813463,33.16961409829386,0.9429383008393422
19.503527966433648,0.8446991840840862,34.585596182523865,0.9629459069841452
23.71008270771236,0.8582173703655259,24.614416628302504,0.8794206847902322
20.235746984081743,0.876227713440316,32.96697272228569,0.9311896197794539
19.66386743983315,0.8547589766752512,36.24617282553013,0.9604276958598273
21.14941996277623,0.8990873228037556,30.69522229514833,0.9222603095958561
16.479470694831196,0.709317981371316,35.23063959449011,0.9582196132197126
19.430834116344723,0.801211093327678,25.623337716901602,0.8876811546197326
18.259729275174138,0.8434707503334709,35.97925218317673,0.9632086887431949
19.015885314737314,0.8698314482467014,27.50950987192709,0.9200872542745365
20.195830603956857,0.8924309273588852,34.99344409734378,0.9580140354086853
29.680380416821013,0.9417283350389878,39.759156606486236,0.978552584587321
20.24873701092634,0.8637754390079927,30.985849412028223,0.8950466726085979
25.967671045840454,0.866277768388402,33.128687526429715,0.9340289866470085
20.99617313488183,0.8979326821549786,33.718646930922674,0.94206653692711
21.018977559692797,0.8372679874755783,30.377715975560236,0.8815910033758252
27.376423990830826,0.9226048936531639,36.44961869185812,0.9584240199666784
18.8656812802403,0.8871178427085167,33.04995156535425,0.9175441417742375
19.675409139426556,0.8223086936166455,30.03889448508517,0.8922288405763031
24.390969309911927,0.8515360963650647,35.2841340971493,0.9562801753426443
19.588923497479893,0.8473651319061136,31.507699202180106,0.9428801097065436
19.996771751035574,0.8864887115002577,32.24198891518368,0.9611423535987264
19.20558902534198,0.8774444595506459,32.451202541323376,0.9467579442320945
19.635325554797117,0.8617019815662533,36.364056279819586,0.9672749196836014
17.20637492336494,0.8347324267163351,39.972080593111315,0.9779917385359459
19.579295725202847,0.8457904875843724,33.70552627846306,0.9386197164981528
19.82423125306251,0.8558339192715256,33.50356785046807,0.9450110608159581
20.771999593764807,0.8548912110155853,31.62875832321412,0.9151253523880799
19.947994410425235,0.8474402342911036,32.49614312793809,0.9393161057744246
19.802374086636128,0.8633346321904843,36.040605051450896,0.96385882763891
20.54932597064756,0.8713231517273794,35.2599363348557,0.9551467422943429
21.362319319655867,0.8572261962761553,26.08973449096951,0.8827779619618309
20.494275030999276,0.9170463250462274,33.576696379950484,0.9421394883012241
19.82420626706395,0.8558562008477331,33.29904741288757,0.9405785746479024
18.678543538341895,0.8380768382249831,32.190243623717556,0.9627045533420601
20.440777513594806,0.8858015546985742,33.199798507921095,0.952762934135922
19.309033590893858,0.8237389604397788,34.218010790196246,0.9091213772833457
20.77057787293962,0.8667360404908779,35.22968392661063,0.9660908601184651
19.66429614284118,0.7860532525967948,26.1711785541275,0.7863674501738195
27.021337612783896,0.9405715225428523,40.11945065410216,0.9759894917889969
12.630895517993675,0.4277143132427661,30.068370174798268,0.9320985166295929
19.59299947328845,0.8584579080810295,31.296132437118832,0.9256010502492051
19.848649572475022,0.9070860058269262,34.222343027673794,0.960915938773207
19.565177102894644,0.8655996657328446,28.943322598255598,0.91092333843842
24.623167487583274,0.7483344328167161,30.140730713337042,0.871667213309289
25.80210170327932,0.9238807533859624,38.84068628934213,0.9641398108817799
20.870965895534,0.8846044171937597,34.48260349877409,0.9383756349366918
21.557779819193982,0.8572673991460964,23.099536046807273,0.83759400807425
19.87358736022854,0.8652091500232496,31.176750663911903,0.9215962606642889
22.00523100679881,0.8454040309297317,28.336655581835764,0.9264947515351389
25.76935303616918,0.8911522326986511,33.88424738086508,0.9436783884406857
19.887343829711842,0.8940433299218797,34.02074239110869,0.9482160951354178
19.82668594479302,0.8674126751403403,37.530864350856554,0.9723794909937166
17.382992169395237,0.7832706265425456,36.31236925514136,0.9605480343988493
30.12407507245838,0.8855288297529713,34.75558710504312,0.9421116964592618
19.516504738182746,0.842216459280906,33.65290583870587,0.9554973598357578
37.512139726198455,0.9678211970651771,40.00684645396749,0.9692138139139009
20.31481570859869,0.8774831735663146,28.844434394322313,0.9148117218694947
26.708038564086106,0.8448919710618837,30.0273213021934,0.8700703487435909
31.37426226688911,0.8985507522777593,34.27902800562863,0.9088270632922425
20.400736737250682,0.8858763407811229,34.70164313403969,0.9464787451502357
20.753756635224832,0.8618147194207176,34.24610595152574,0.958239562344407
19.377238498665232,0.7929778081926523,28.365079660867558,0.8022020142256574
20.370158601216474,0.809123745919559,29.55357671701657,0.858991461821018
20.863244598299474,0.9263924176622166,33.77196278767741,0.9506422014869412
25.485529143082633,0.8402075208282394,30.99759941295829,0.905857431663545
20.00088644193907,0.8737371946194921,31.393135891325443,0.9412128977331521
20.746354002583736,0.8683312614362183,34.94945241419288,0.9359995175941425
19.49495911865188,0.8485221787003289,31.69329206604619,0.9384591072365466
16.47862712653611,0.6544194676833497,30.541710199139192,0.9403976066891948
19.66293494069665,0.8510014378671847,31.54671227213912,0.9290795952237764
20.392382704420214,0.8716054029020487,36.07099607194246,0.9549023596921326
19.54472629318055,0.7775148119904921,26.786393988593346,0.8093927594938015
20.153150241985923,0.8806665659482966,35.28610998180758,0.9504021687677026
19.082008462555244,0.8229403097763033,29.197964148990586,0.9067807029401793
20.2955211152523,0.8874460870517578,35.30047042515626,0.9538250248367431
19.683271520750843,0.8642266400551496,37.77494610251049,0.9746995827108077
19.689060082824202,0.9373632366307431,35.91313234687406,0.9530492022754067
19.593015104612416,0.8555712406360714,38.90651682565072,0.9780274243667296
19.832618812141632,0.8774271894769256,33.83835397661409,0.9387409718999061
26.931400077799637,0.8466672502807477,32.197713372982925,0.949270496922311
20.686438254113007,0.8437842829084916,31.83561824588711,0.8906422725030647
34.5925002879528,0.940377762472317,38.87960035273656,0.9548748628259616
22.370164988769417,0.7776200820594953,29.314884894551906,0.8867143948731077
20.335989150034376,0.9003512196416776,34.40391035472792,0.957977961080895
20.265637108178034,0.9144344850245383,31.937909862944508,0.9409009869576965
19.357676530231082,0.846498990464841,31.768509359072574,0.9170688320993113
19.361127576328055,0.8610105395166958,33.42455525145697,0.9381654110321405
20.186433127766236,0.8552475672371886,34.018293569227865,0.9610310607578828
20.956974200381495,0.8880878706008983,34.035771355573004,0.9574984150291193
19.6542370658712,0.7921387256160554,25.952577916391107,0.7670448994951888
19.609652438700582,0.8391719254152074,29.786669664649832,0.9192466031792249
20.02076226606233,0.8636046377535213,33.05387229745539,0.9348725757638038
20.438421473432268,0.8498054268761716,31.07359348416876,0.9087675378579917
21.156860153270024,0.881592193800108,35.97445034608083,0.9649248829098608
20.901782189201192,0.8916639802450287,35.13000971160014,0.9451970514308937
30.273198557258322,0.8643444954099991,31.895133865473305,0.8723457720958941
19.745262594014157,0.8395914462405871,30.14967668005204,0.8902066307352627
19.69635797616729,0.8599489386595868,37.98461364716787,0.9775441120170786
19.668490073434594,0.8517675500258628,34.09150822214385,0.9546697050563799
20.157172993467064,0.8848463886844342,33.737186546369166,0.9576313573219476
25.140594022571126,0.8383647921488273,27.529539119418903,0.8387687623936543
19.324673106983045,0.8625399856632562,33.913806988907325,0.9448168558336264
19.59670914020404,0.862359557739152,35.36536161849752,0.9426939318542725
19.752297068760594,0.8529817492673067,35.02634541462188,0.950044540278309
20.922500500997497,0.8519053005548497,31.093697388512815,0.9300844595907511
21.442834651761483,0.8633536693320916,36.12488354593998,0.9702806113465154
20.259474817475006,0.9233585260493203,33.59446790199253,0.9491797411098498
25.148524573809613,0.9051151842831051,34.25546868820471,0.9390628846552578
19.784635644436573,0.8785712123262011,36.05292742550568,0.969346473788801
26.61232271268748,0.8450179223933382,29.873696494271755,0.8763917845125432
20.066327846186006,0.8231375063700559,27.478037920988456,0.8244908111467731
18.621809066545524,0.7622575423153626,28.303819525931814,0.8390242557753474
18.852577911639607,0.8153982840491865,29.228987819502258,0.9183480240127097
18.262839120441722,0.8735192379113731,34.05954851862458,0.9615675140482809
25.437307678975053,0.9055740340895779,40.0244518259302,0.9774249273456975
24.23799650559981,0.8176658788915881,28.84274976702273,0.8735624447602524
20.757068937191,0.8725714849678997,35.799361026477115,0.9486303675603348
27.096062138169167,0.9045710334932778,36.140096310041514,0.9516481730823338
19.125998119097176,0.8600105004369111,29.73383701446226,0.8907595620899943
28.381050250990562,0.8631095277523442,29.882972765951422,0.8770370766530716
15.134081797203807,0.6255963486699884,30.328124009195662,0.9371108119414404
28.323270973011407,0.9263778411337162,38.341597450454245,0.9690831556081246
19.356380493538822,0.8253002352974871,31.29289667418503,0.8936851942091598
19.50589935634339,0.8683924409588657,37.06682468007584,0.9642907664546488
19.087934625650625,0.818741947858444,24.682534392294002,0.8969678157954131
20.42661448416371,0.865536114943355,33.75979545754945,0.9467724027160928
19.212349241273074,0.8770852622919773,35.010791748094384,0.9620298707148195
25.855484157163723,0.9016643005000535,34.58083641179915,0.9536573988218039
20.193519012929215,0.8378232482340516,30.224573503348,0.8794046203441956
19.704936177581057,0.8591628658131059,32.37714242641572,0.9248032953979362
20.549854629207047,0.8979594149442129,32.30275042187043,0.9411522203219462
19.24366211330717,0.8678209870912538,32.84028720796906,0.9358436267591713
20.571226779955552,0.8780172189789203,33.16300591040473,0.9444322104307573
18.120112948780125,0.8463803753067093,36.6324972535933,0.9684631185493279
19.34508788269691,0.8625508421592177,26.931730339159117,0.8909048625489917
20.298883842402795,0.8043490142640578,25.991636891510094,0.7921369613239153
29.216847987592182,0.8156298049392862,29.595103574561932,0.8366111280638441
20.60666506873811,0.8768337482280005,27.506619442429702,0.9142308218284225
20.323928718271773,0.7800560622811273,28.40086541039106,0.8325500011857311
19.00503420369647,0.8224782898035716,33.221185509140064,0.9408533092360866
24.168366523535315,0.8211472545010593,27.551752934042927,0.8619934347833267
20.385928709559806,0.869927132604627,33.57811890216541,0.9512632760647991
20.16738766655444,0.8520485522647488,31.484580821041117,0.9228678157030327
19.971182089911554,0.838444046049152,28.88078097865908,0.8942873964887513
20.1166287976646,0.8785464812670675,30.26233901711173,0.943665311265168
18.295684776303325,0.8439458096911407,38.30351383087306,0.969083322836355
19.906921536204138,0.8624423600177736,35.30021216169437,0.968115427397143
20.279632180732868,0.8624088839117877,38.073891271611956,0.9759449016830071
20.897846818005796,0.9366307948474796,34.88579553235672,0.9417864302338312
31.800895137378703,0.9262919323599267,37.72447601672817,0.9676513268869783
20.120568610009713,0.8686962818468614,38.38698176061104,0.9739901324389185
27.02263312965804,0.8473287465852194,30.665304342833586,0.9413439275531235
19.83192843607681,0.8791687462425598,30.159448337115712,0.9183846072650524
19.566998272552308,0.8786591202080829,33.14272821495835,0.9014074110559829
29.44566474067791,0.9174064416505774,36.823598735581044,0.9552713224948938
19.50335224142071,0.8784898622233495,30.31202203164127,0.9276879076978582
